timestamp,glucose
2022-01-01 00:00:00,89.4217585880588
2022-01-01 00:05:00,88.93077922274479
2022-01-01 00:10:00,83.47977779546957
2022-01-01 00:15:00,87.70884154262932
2022-01-01 00:20:00,89.43992100015423
2022-01-01 00:25:00,97.46294862813387
2022-01-01 00:30:00,94.32861529224334
2022-01-01 00:35:00,84.22726694698467
2022-01-01 00:40:00,95.09338340031258
2022-01-01 00:45:00,91.97639503824098
2022-01-01 00:50:00,90.94418227723226
2022-01-01 00:55:00,97.8120992907278
2022-01-01 01:00:00,100.33137851453017
2022-01-01 01:05:00,100.25298087620084
2022-01-01 01:10:00,91.81802837397227
2022-01-01 01:15:00,94.88272742680716
2022-01-01 01:20:00,98.4967200235312
2022-01-01 01:25:00,102.12648640128583
2022-01-01 01:30:00,95.25779745807534
2022-01-01 01:35:00,97.12663891385566
2022-01-01 01:40:00,92.92069036478384
2022-01-01 01:45:00,92.86474068397668
2022-01-01 01:50:00,103.29760137667166
2022-01-01 01:55:00,106.40097552124188
2022-01-01 02:00:00,99.63994939209833
2022-01-01 02:05:00,105.39312965267055
2022-01-01 02:10:00,102.55417229217464
2022-01-01 02:15:00,97.88580588736642
2022-01-01 02:20:00,103.278506754563
2022-01-01 02:25:00,109.51637579960149
2022-01-01 02:30:00,101.99609838462464
2022-01-01 02:35:00,110.34168772275122
2022-01-01 02:40:00,89.75702667328206
2022-01-01 02:45:00,107.29642882387749
2022-01-01 02:50:00,103.94703949350406
2022-01-01 02:55:00,102.33522436331604
2022-01-01 03:00:00,104.60093950640847
2022-01-01 03:05:00,94.50943466819064
2022-01-01 03:10:00,103.64718729701492
2022-01-01 03:15:00,106.82235900713827
2022-01-01 03:20:00,112.71035908608714
2022-01-01 03:25:00,103.00633857048939
2022-01-01 03:30:00,101.82459879135877
2022-01-01 03:35:00,103.62010686742697
2022-01-01 03:40:00,110.96005147429021
2022-01-01 03:45:00,108.27314779434931
2022-01-01 03:50:00,104.2190278974225
2022-01-01 03:55:00,109.66457457902571
2022-01-01 04:00:00,107.80589582242897
2022-01-01 04:05:00,112.37776006681459
2022-01-01 04:10:00,104.22995119417767
2022-01-01 04:15:00,106.29914409766492
2022-01-01 04:20:00,106.1656149750722
2022-01-01 04:25:00,100.98865484172835
2022-01-01 04:30:00,109.95819203554862
2022-01-01 04:35:00,109.94543374655541
2022-01-01 04:40:00,108.81941969893047
2022-01-01 04:45:00,107.76566692302637
2022-01-01 04:50:00,101.99748530471247
2022-01-01 04:55:00,107.09777047389179
2022-01-01 05:00:00,107.60494394314752
2022-01-01 05:05:00,105.41545505015714
2022-01-01 05:10:00,108.71949158406862
2022-01-01 05:15:00,111.63595989213731
2022-01-01 05:20:00,119.12708456629682
2022-01-01 05:25:00,110.6401192735144
2022-01-01 05:30:00,111.11664918109003
2022-01-01 05:35:00,109.50889718561555
2022-01-01 05:40:00,100.33003788533969
2022-01-01 05:45:00,109.82460908752599
2022-01-01 05:50:00,110.28211548134227
2022-01-01 05:55:00,122.31145110402461
2022-01-01 06:00:00,109.03819517609439
2022-01-01 06:05:00,111.50297725326624
2022-01-01 06:10:00,109.80740558311093
2022-01-01 06:15:00,104.11378827667441
2022-01-01 06:20:00,115.63800803441
2022-01-01 06:25:00,113.64079192788026
2022-01-01 06:30:00,113.78405696269144
2022-01-01 06:35:00,105.22029293538151
2022-01-01 06:40:00,116.71012661492466
2022-01-01 06:45:00,102.60645029410321
2022-01-01 06:50:00,112.46020561140001
2022-01-01 06:55:00,120.37911952531512
2022-01-01 07:00:00,104.36583490012792
2022-01-01 07:05:00,106.36950843970472
2022-01-01 07:10:00,109.57259584040274
2022-01-01 07:15:00,106.42122431932113
2022-01-01 07:20:00,101.0405352603875
2022-01-01 07:25:00,108.98297225968611
2022-01-01 07:30:00,103.16607208159522
2022-01-01 07:35:00,110.67419173556485
2022-01-01 07:40:00,103.52903456956398
2022-01-01 07:45:00,115.68712685574147
2022-01-01 07:50:00,103.82395020188325
2022-01-01 07:55:00,105.92422753312177
2022-01-01 08:00:00,133.8716649275933
2022-01-01 08:05:00,119.68965856540456
2022-01-01 08:10:00,123.63444629533369
2022-01-01 08:15:00,126.19609526241075
2022-01-01 08:20:00,109.21025002135515
2022-01-01 08:25:00,116.11047443266769
2022-01-01 08:30:00,114.71895909451699
2022-01-01 08:35:00,115.80370485661778
2022-01-01 08:40:00,104.3861947547288
2022-01-01 08:45:00,102.81176546794552
2022-01-01 08:50:00,111.00480151242121
2022-01-01 08:55:00,108.97502302502033
2022-01-01 09:00:00,105.39459987546033
2022-01-01 09:05:00,105.56250216313026
2022-01-01 09:10:00,100.11168054442075
2022-01-01 09:15:00,104.3481847878064
2022-01-01 09:20:00,104.32111456022419
2022-01-01 09:25:00,98.94671235354934
2022-01-01 09:30:00,111.5041011358982
2022-01-01 09:35:00,104.19535757183058
2022-01-01 09:40:00,95.51501124100768
2022-01-01 09:45:00,104.3941727035612
2022-01-01 09:50:00,95.87258381579987
2022-01-01 09:55:00,104.31088818192269
2022-01-01 10:00:00,105.79297789503703
2022-01-01 10:05:00,95.5163637866292
2022-01-01 10:10:00,104.05185291092228
2022-01-01 10:15:00,100.90967843906252
2022-01-01 10:20:00,102.56266603478643
2022-01-01 10:25:00,107.53889871044447
2022-01-01 10:30:00,96.42672806728744
2022-01-01 10:35:00,93.48007994388658
2022-01-01 10:40:00,92.39283071838575
2022-01-01 10:45:00,92.34973788123605
2022-01-01 10:50:00,95.62860744301496
2022-01-01 10:55:00,97.30234015470307
2022-01-01 11:00:00,96.55983489870052
2022-01-01 11:05:00,98.88963409170357
2022-01-01 11:10:00,94.3938017381516
